"ref_area.label","source.label","indicator.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",38.04,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",37.993,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",35.527,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",33.74,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",32.142,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",32.54,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",35.073,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",31.386,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",31.38,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",32.301,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",33.114,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",31.432,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",34.161,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",32.244,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",29.669,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",30.944,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",27.884,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",30.764,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",32.374,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",34.619,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",31.366,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",30.573,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",30.747,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",35.044,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",34.791,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",33.989,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",40.103,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",40.131,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",38.549,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",41.183,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",40.842,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",37.36,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",37.55,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",37.032,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",38.96,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",38.39,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",34.797,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",35.54,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",34.829,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",31.846,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",33.103,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",34.192,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",33.405,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",33.236,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",29.119,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",31.603,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",29.589,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",43.663,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",41.952,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",42.986,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",42.289,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",40.272,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",38.104,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",38.926,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",39.295,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",39.548,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",37.117,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",35.44,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",35.488,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",34.478,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",31.356,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",32.495,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",32.083,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",31.593,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",32.103,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",29.887,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",30.274,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",30.302,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",30.706,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",30.51,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",30.66,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",41.233,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",43.425,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",49.62,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",41.826,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",47.695,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",47.814,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",46.837,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",45.512,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",47.983,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",49.008,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",40.798,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population"
"Syrian Arab Republic","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",8.945,,,,
"Syrian Arab Republic","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",8.295,,,,"Reference group coverage: Total employment"
"Syrian Arab Republic","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",10.218,,,,
"Chad","HIES - Modular and Integrated Household Survey on Living Conditions","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Togo","HIES - Living Standards Measurement Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",24.662,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Togo","LFS - Regional Integrated Survey on Employment and the Informal Sector","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",70.109,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Togo","HIES - Questionnaire on Indicators of Well-being","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",29.842,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Togo","HIES - Questionnaire on Indicators of Well-being","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",38.155,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",36.875,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",35.496,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",39.21,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",35.106,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",33.91,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",33.594,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",32.722,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",32.831,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",32.698,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",33.023,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",28.224,,,,
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",24.569,,,,
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",25.765,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",24.209,,,,"Reference group coverage: Total employment"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",23.693,,,,"Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",29.718,,,,"Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",29.208,,,,"Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",28.843,,,,"Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",27.545,,,,"Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",26.261,,,,"Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",25.308,,,,"Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts"
"Thailand","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",25.512,,,,"Data reference period: Third quarter | Population coverage: Excluding armed forces and/or conscripts"
"Thailand","HIES - Household Socio-Economic Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",34.601,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tajikistan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",23.511,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Tajikistan","HIES - Living Standards Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",16.305,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Tajikistan","HIES - Living Standards Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",13.847,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tajikistan","HIES - Living Standards Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",15.64,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Tokelau","PC - Population Census","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",36.792,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tokelau","HIES - Household Income and Expenditure Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",23.452,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","PC - Population Census","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",22.754,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",13.274,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",24.515,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","PC - Population Census","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",27.491,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",32.853,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",10.097,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",37.341,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","HIES - Household Income and Expenditure Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",35.663,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",41.565,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tonga","HIES - Household Income and Expenditure Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",50.901,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",26.596,,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",45.839,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",46.551,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",43.619,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",46.74,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",45.248,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",44.507,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",41.941,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",43.839,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",43.929,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",43.096,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",40.982,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",43.114,,,,"Population coverage: Excluding institutional population"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",41.304,,,,"Population coverage: Excluding institutional population"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",43.478,,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",40.93,,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",39.34,,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",37.811,,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",39.846,,,,
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",39.227,,,,
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",21.555,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - Labor Market Panel Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",10.535,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",14.758,,,,"Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",13.862,,,,"Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",12.682,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",12.205,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",19.065,,,,"Repository: Eurostat special tabulation"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",18.353,,,,"Repository: Eurostat special tabulation"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",19.795,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",18.189,,,,"Repository: Eurostat special tabulation"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",16.174,,,,"Repository: Eurostat special tabulation"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",14.806,,,,"Repository: Eurostat special tabulation"
