"ref_area.label","source.label","indicator.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Brunei Darussalam","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",33.642,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","PC - Population Census","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",25.662,,,,"Data reference period: August"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",48.806,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",37.122,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",39.711,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",32.714,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",32.617,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",23.973,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",18.476,,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",16.464,,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",16.967,,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",27.613,,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",26.667,,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",49.231,,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",11.268,,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",12,,,,"Data reference period: Average of 2 monthly points | Reference group coverage: Total employment"
"Bhutan","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",14.36,,,,"Reference group coverage: Total employment"
"Botswana","HS - Multi-Topic Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",51.887,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",58.482,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",58.05,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",56.653,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",57.837,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Core Welfare Indicators Survey, Poverty","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",38.621,,,,
"Botswana","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",30.534,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",32.977,,,,"Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 12 years old"
"Botswana","PC - Population Census","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",30.854,,,,"Data reference period: August | Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 12 years old"
"Botswana","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",35.431,,,,"Population coverage: Including armed forces and/or conscripts | Age coverage - minimum age: 12 years old"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",35.59,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",35.82,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",35.28,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",35.08,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",34.54,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",36.25,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",35.519,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",35.784,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",36.429,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",37.105,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",36.762,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",37.011,,,,"Geographical coverage: Total national, excluding some areas"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",35.992,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",36.923,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",36.246,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",35.895,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",36.486,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",35.712,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",34.057,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",34.948,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
"Canada","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",35.475,,,,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",32.396,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",30.932,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",31.68,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",33.057,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",33.455,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",32.136,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",30.79,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",33.016,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",33.047,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",31.337,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",29.534,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",30.52,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",30.471,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",30.453,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",30.328,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",27.835,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",29.173,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",29.661,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",26.891,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",26.499,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",26.713,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",26.422,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",24.407,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",25.437,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2024",29.925,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",31.211,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",29.561,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",30.321,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",27.384,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",29.998,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",30.677,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",29.362,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",26.334,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",27.463,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",25.98,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",24.222,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",23.272,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",23.278,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","LFS - National Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",23.349,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Chile","HS - National Survey on Socio-Economic Conditions","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",33.319,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HS - National Survey on Socio-Economic Conditions","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",40.189,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","HS - National Survey on Socio-Economic Conditions","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",42.66,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Chile","PC - Population and Housing Census","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",32.723,,,,"Data reference period: April"
"Chile","HS - National Survey on Socio-Economic Conditions","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",32.589,,,,"Repository: ILO-STATISTICS - Micro data processing"
"China","OE - Official Estimates","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",16.753,,,,"Data reference period: End of the year | Population coverage: Excluding armed forces and/or conscripts"
"China","PC - Population Census","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2000",16.547,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","HIES - Living Standards Measurement Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",30.716,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - Regional Integrated Survey on Employment and the Informal Sector","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",56.889,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Côte d'Ivoire","LFS - National Survey on the Employment Situation","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",16.645,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing"
"Cameroon","HS - Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",57.736,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cameroon","HS - Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",49.263,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","HIES - Indicator Cluster Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",41.944,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",20.179,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo, Democratic Republic of the","LFS - Survey on Employment and household's living conditions","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",7.775,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Congo","LFS - Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",69.38,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Urban areas only"
"Cook Islands","LFS - Labour Force Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",59.772,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cook Islands","HIES - Household Income and Expenditure Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",42.324,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Cook Islands","PC - Population Census","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",47.502,,,,
"Cook Islands","PC - Population Census","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2001",36.108,,,,"Data reference period: December"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2024",44.415,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",43.972,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",43.513,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",35.311,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",34.965,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",34.845,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",34.703,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",34.488,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",35.027,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",33.834,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",33.387,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",34.196,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",33.331,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",33.058,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",32.392,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",32.508,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",33.711,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","LFS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",39.313,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","HS - Continuous Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",31.801,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","HS - Continuous Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",32.863,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","HS - Continuous Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",32.77,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Colombia","HS - Continuous Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",30.788,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",51.129,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","LFS - National Survey on Employment and the Informal Sector","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",25.557,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Comoros","HS - Integrated Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",26.133,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",46.036,,,,"Employment definition: Including subsistence workers"
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",42.518,,,,"Employment definition: Including subsistence workers"
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",43.808,,,,
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",42.296,"Unreliable",,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Cabo Verde","LFS - Continuous Multi-Objective Survey Employment and Labor Market Statistics","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2009",28.683,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2024",49.118,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2023",44.312,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2022",45.989,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2021",40.241,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2020",59.413,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2019",40.455,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2018",37.145,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","LFS - Continuous Employment Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2017",41.046,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2016",34.554,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2015",28.735,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2014",31.887,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2013",36.814,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2012",28.654,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2011",35.196,,,,"Data reference period: July | Age coverage - maximum age: 65 years old"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2010",29.953,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2008",30.422,,,,"Data reference period: July | Age coverage - minimum age: 12 years old"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2007",26.994,,,,"Data reference period: July | Age coverage - minimum age: 12 years old"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2006",29.915,,,,"Data reference period: July | Age coverage - minimum age: 12 years old"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2005",24.876,,,,"Data reference period: July | Age coverage - minimum age: 12 years old"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2004",26.178,,,,"Data reference period: July | Age coverage - minimum age: 12 years old"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2003",29.085,,,,"Data reference period: July | Age coverage - minimum age: 12 years old"
"Costa Rica","HS - National Household Survey","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","2002",26.136,,,,"Data reference period: July | Age coverage - minimum age: 12 years old"
