"ref_area.label","source.label","indicator.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Russian Federation","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",14.116,,,"Repository: ILO-STATISTICS - Micro data processing"
"Russian Federation","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",14.173,,,"Repository: ILO-STATISTICS - Micro data processing"
"Russian Federation","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",13.963,,,"Repository: ILO-STATISTICS - Micro data processing"
"Russian Federation","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",14.055,,,"Repository: ILO-STATISTICS - Micro data processing"
"Russian Federation","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",14.209,,,"Repository: ILO-STATISTICS - Micro data processing"
"Russian Federation","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",14.144,,,"Repository: ILO-STATISTICS - Micro data processing"
"Russian Federation","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",14.325,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",4.663,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",4.431,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",4.013,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",4.98,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",5.376,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",5.255,,,"Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",4.257,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Rwanda","HIES - Integrated Household Survey on Living Conditions","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",2.113,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Saudi Arabia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",8.897,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saudi Arabia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",7.811,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saudi Arabia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",8.866,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saudi Arabia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",10.145,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saudi Arabia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",8.77,,,"Repository: ILO-STATISTICS - Micro data processing"
"Saudi Arabia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",8.448,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sudan","LFS - Labor Market Panel Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",2.44,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Senegal","HIES - Harmonized Survey on Household Living Conditions","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",15.313,,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",12.861,,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",6.69,,,"Repository: ILO-STATISTICS - Micro data processing"
"Senegal","LFS - National Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",6.149,,,"Repository: ILO-STATISTICS - Micro data processing"
"Singapore","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",9.011,,,"Repository: ILO-STATISTICS - Micro data processing"
"Singapore","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",9.568,,,"Repository: ILO-STATISTICS - Micro data processing"
"Singapore","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",9.277,,,"Repository: ILO-STATISTICS - Micro data processing"
"Singapore","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",9.583,,,"Data reference period: June | Population coverage: Nationals, residents"
"Singapore","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",9.613,,,"Data reference period: June | Population coverage: Nationals, residents"
"Singapore","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",10.337,,,"Data reference period: June | Population coverage: Nationals, residents"
"Singapore","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",10.27,,,"Data reference period: June | Population coverage: Nationals, residents"
"Singapore","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",10.493,,,"Data reference period: June | Population coverage: Nationals, residents"
"Singapore","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",11.109,,,"Data reference period: June | Population coverage: Nationals, residents"
"Singapore","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",11.852,,,"Data reference period: June | Population coverage: Nationals, residents"
"Sierra Leone","HS - Integrated Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",4.122,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sierra Leone","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",2.822,,,"Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",13.726,,,"Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",14.525,,,"Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",15.054,,,"Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",16.111,,,"Repository: ILO-STATISTICS - Micro data processing"
"El Salvador","HS - Multi-purpose Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",14.845,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","HS - Multi-purpose Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",15.023,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","HS - Multi-purpose Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",15.533,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","HS - Multi-purpose Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",15.156,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","HS - Multi-purpose Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",16.033,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"El Salvador","HS - Multi-purpose Household Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",14.931,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"San Marino","OE - Estimates of the Office of economic planning, data processing and statistics","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",25.404,,,"Data reference period: End of the year | Age coverage - minimum age: 16 years old"
"San Marino","OE - Estimates of the Office of economic planning, data processing and statistics","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",25.667,,,"Data reference period: End of the year | Age coverage - minimum age: 16 years old"
"San Marino","OE - Estimates of the Office of economic planning, data processing and statistics","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",25.451,,,"Data reference period: End of the year | Age coverage - minimum age: 16 years old"
"San Marino","OE - Estimates of the Office of economic planning, data processing and statistics","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",24.987,,,"Data reference period: End of the year | Age coverage - minimum age: 16 years old"
"San Marino","OE - Estimates of the Office of economic planning, data processing and statistics","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",24.622,,,"Data reference period: End of the year | Age coverage - minimum age: 16 years old"
"San Marino","OE - Estimates of the Office of economic planning, data processing and statistics","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",27.483,,,"Data reference period: End of the year"
"San Marino","OE - Estimates of the Office of economic planning, data processing and statistics","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",26.849,,,
"Somalia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",10.663,,,"Repository: ILO-STATISTICS - Micro data processing"
"Serbia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",18.209,,,"Repository: ILO-STATISTICS - Micro data processing"
"Serbia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",18.661,,,"Repository: ILO-STATISTICS - Micro data processing"
"Serbia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",18.515,,,"Repository: ILO-STATISTICS - Micro data processing"
"Serbia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",18.721,,,"Repository: ILO-STATISTICS - Micro data processing"
"Serbia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",18.679,,,"Repository: ILO-STATISTICS - Micro data processing"
"Serbia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",18.285,,,"Repository: ILO-STATISTICS - Micro data processing"
"Serbia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",17.081,,,"Repository: ILO-STATISTICS - Micro data processing"
"Serbia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",16.501,,,"Repository: ILO-STATISTICS - Micro data processing"
"Serbia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",16.084,,,"Repository: ILO-STATISTICS - Micro data processing"
"Serbia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",15.88,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Suriname","HIES - Survey on Living Conditions","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",12.71,,,"Repository: ILO-STATISTICS - Micro data processing"
"Suriname","LFS - Continuous Household Sample Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",6.542,,,"Data reference period: First semester | Geographical coverage: Urban areas only | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 64 years old"
"Slovakia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",16.676,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",23.881,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",18.802,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",25.049,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",24.613,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",24.513,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",24.635,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",6.106,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",18.688,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovakia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",24.648,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",22.556,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",21.907,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",22.062,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",25.249,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",25.598,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",24.847,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",25.194,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",25.117,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",23.397,,,"Repository: ILO-STATISTICS - Micro data processing"
"Slovenia","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",22.52,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",9.795,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",9.361,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",9.695,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",9.883,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",10.007,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",10.018,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",10.102,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",10.204,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",10.408,,,"Repository: ILO-STATISTICS - Micro data processing"
"Sweden","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",10.673,,,"Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",11.609,,,"Repository: ILO-STATISTICS - Micro data processing"
"Eswatini","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",15.835,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",5.324,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",5.905,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",5.75,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",5.368,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",6.312,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",7.012,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",7.295,,,"Repository: ILO-STATISTICS - Micro data processing"
"Seychelles","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",6.834,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Chad","HIES - Modular and Integrated Household Survey on Living Conditions","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",7.022,,,"Repository: ILO-STATISTICS - Micro data processing"
"Togo","HIES - Living Standards Measurement Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",14.327,,,"Repository: ILO-STATISTICS - Micro data processing"
"Togo","HIES - Living Standards Measurement Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",12.804,,,"Repository: ILO-STATISTICS - Micro data processing"
"Togo","LFS - Regional Integrated Survey on Employment and the Informal Sector","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",15.314,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Togo","HIES - Questionnaire on Indicators of Well-being","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",8.363,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",15.684,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",16.002,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",15.685,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",15.86,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",16.283,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",16.529,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",16.305,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",16.684,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",16.976,,,"Repository: ILO-STATISTICS - Micro data processing"
"Thailand","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",16.791,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tajikistan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",5.419,,,"Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 74 years old"
"Tajikistan","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",6.368,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old"
"Timor-Leste","PC - Population Census","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",1.542,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",5.561,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",7.198,,,"Repository: ILO-STATISTICS - Micro data processing"
"Timor-Leste","PC - Population Census","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",1.49,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",12.953,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","HIES - Household Income and Expenditure Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",17.905,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tonga","LFS - Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2018",17.347,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tonga","HIES - Household Income and Expenditure Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",18.087,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",7.025,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",6.778,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2021",7.069,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2020",6.222,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",7.437,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",7.732,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",8.091,,,"Repository: ILO-STATISTICS - Micro data processing"
"Trinidad and Tobago","LFS - Continuous Sample Survey of the Population","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",7.735,,,"Repository: ILO-STATISTICS - Micro data processing"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",19.223,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",18.944,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2019",18.191,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2017",18.3,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2016",18.462,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2015",18.581,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2014",18.946,,,
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2023",19.772,,,"Repository: Eurostat special tabulation"
"Türkiye","LFS - EU Labour Force Survey","SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%)","2022",20.064,,,"Repository: Eurostat special tabulation"
