"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2023",3.26,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Migrants","2023",2.67,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Non migrants","2023",3.12,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2023",5.25,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Migrants","2023",5.23,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Non migrants","2023",5.25,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2023",0.23,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Migrants","2023",0,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Non migrants","2023",0.24,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2022",3.331,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Migrants","2022",2.542,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Non migrants","2022",3.211,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2022",5.426,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Migrants","2022",5.016,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Non migrants","2022",5.442,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2022",0.144,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Migrants","2022",0,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Non migrants","2022",0.152,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2021",3.15,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Migrants","2021",1.79,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Non migrants","2021",3.25,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2021",5.36,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Migrants","2021",5.02,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Non migrants","2021",5.37,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2021",0.3,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Migrants","2021",0,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Non migrants","2021",0.32,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2020",3.09,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Migrants","2020",1.49,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Non migrants","2020",3.03,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2020",5.03,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Migrants","2020",1.82,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Non migrants","2020",5.49,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2020",0.24,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Migrants","2020",0.46,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Non migrants","2020",0.23,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2019",3.43,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Migrants","2019",3.44,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Non migrants","2019",3.24,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2019",5.46,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Migrants","2019",5.63,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Non migrants","2019",5.45,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2019",0.22,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Migrants","2019",0.92,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Non migrants","2019",0.18,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2018",3.722,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more | Time unit for measuring time lost: Calendar days","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Migrants","2018",3.913,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more | Time unit for measuring time lost: Calendar days","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Non migrants","2018",3.454,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more | Time unit for measuring time lost: Calendar days","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2018",5.488,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more | Time unit for measuring time lost: Calendar days","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Migrants","2018",5.656,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more | Time unit for measuring time lost: Calendar days","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Non migrants","2018",5.48,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more | Time unit for measuring time lost: Calendar days","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2018",0.257,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more | Time unit for measuring time lost: Calendar days","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Migrants","2018",0,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more | Time unit for measuring time lost: Calendar days","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Non migrants","2018",0.265,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Minimum period of absence from work: Incapacities lasting 1 day or more | Time unit for measuring time lost: Calendar days","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2017",4.37,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Migrants","2017",4.517,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Non migrants","2017",4.123,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2017",6.533,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Migrants","2017",6.472,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Non migrants","2017",6.535,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2017",0.288,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Migrants","2017",0,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Non migrants","2017",0.297,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2016",4.22,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2016",6.55,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2016",0.32,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2015",4.845,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2015",7.594,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2015",0.205,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2014",4.742,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 persons insured) | Time period for occurrence of death: Deaths occurring within the same reference year","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2014",7.681,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 persons insured) | Time period for occurrence of death: Deaths occurring within the same reference year","Reference group coverage: Insured persons"
"Argentina","ADM - Register of Work Accidents and Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2014",0.36,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 persons insured) | Time period for occurrence of death: Deaths occurring within the same reference year","Reference group coverage: Insured persons"
"Armenia","Other - Statistical Report on Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2020",4.19,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","Employment definition: Excluding own-use production workers | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees | System of national accounts: 2008 SNA"
"Armenia","Other - Statistical Report on Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2020",6.525,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","Employment definition: Excluding own-use production workers | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees | System of national accounts: 2008 SNA"
"Armenia","Other - Statistical Report on Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2020",0,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","Employment definition: Excluding own-use production workers | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees | System of national accounts: 2008 SNA"
"Armenia","Other - Statistical Report on Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2019",4.38,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","Employment definition: Excluding own-use production workers | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees | System of national accounts: 2008 SNA"
"Armenia","Other - Statistical Report on Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2019",6.66,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","Employment definition: Excluding own-use production workers | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees | System of national accounts: 2008 SNA"
"Armenia","Other - Statistical Report on Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2018",13.64,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","Employment definition: Excluding own-use production workers | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees | System of national accounts: 2008 SNA"
"Armenia","Other - Statistical Report on Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2018",20.92,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents","Employment definition: Excluding own-use production workers | Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees | System of national accounts: 2008 SNA"
"Armenia","Other - Statistical Report on Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2013",1.87,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents | Time period for occurrence of death: Deaths occurring within the same reference year","Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees"
"Armenia","Other - Statistical Report on Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2013",3.13,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents | Time period for occurrence of death: Deaths occurring within the same reference year","Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees"
"Armenia","Other - Statistical Report on Occupational Injuries","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2013",0,,"Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents | Time period for occurrence of death: Deaths occurring within the same reference year","Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees"
"Australia","ADM - Work-related Traumatic Injury Fatalities Records","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2022",1.422,,"Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Including cases of occupational disease","Data reference period: Beginning of year | Reference group coverage: Employees"
"Australia","ADM - Work-related Traumatic Injury Fatalities Records","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Male","Migrant status: Total","2022",2.515,,"Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Including cases of occupational disease","Data reference period: Beginning of year | Reference group coverage: Employees"
"Australia","ADM - Work-related Traumatic Injury Fatalities Records","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Female","Migrant status: Total","2022",0.215,,"Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Including cases of occupational disease","Data reference period: Beginning of year | Reference group coverage: Employees"
"Australia","ADM - Work-related Traumatic Injury Fatalities Records","SDG indicator 8.8.1 - Fatal occupational injuries per 100'000 workers","Sex: Total","Migrant status: Total","2021",1.4,,"Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Including cases of occupational disease","Data reference period: Beginning of year | Reference group coverage: Employees"
